Product ID,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings
P0140,Men,Topwear,Shirts,Van Heusen,40,Grey,3
P0141,Men,Topwear,Shirts,Van Heusen,42,Grey,5
P0142,Men,Topwear,Shirts,Van Heusen,42,Grey,5
P0143,Men,Topwear,Shirts,Van Heusen,42,Black,4
P0144,Men,Topwear,Shirts,Van Heusen,42,Black,3
P0145,Men,Topwear,Shirts,Van Heusen,42,Black,3
P0146,Men,Topwear,Shirts,Van Heusen,42,Black,5
P0147,Men,Topwear,Shirts,Van Heusen,44,Magenta,5
P0148,Men,Topwear,Shirts,Van Heusen,44,Magenta,4
P0149,Men,Topwear,Shirts,Van Heusen,44,Magenta,2
P0150,Men,Topwear,Shirts,Wrogn,44,Coffee Brown,3
P0151,Men,Topwear,Shirts,Wrogn,44,Coffee Brown,4
P0152,Men,Topwear,Shirts,Wrogn,46,Coffee Brown,5
P0153,Men,Topwear,Shirts,Wrogn,46,Skin,4
P0154,Men,Topwear,Shirts,Wrogn,46,Skin,4
P0155,Men,Topwear,Shirts,Wrogn,46,Skin,4
P0156,Men,Topwear,Shirts,Wrogn,38,Cream,3
P0157,Men,Topwear,Shirts,Wrogn,40,Cream,2
P0158,Men,Topwear,Shirts,Wrogn,42,Cream,5
P0159,Men,Topwear,Shirts,Wrogn,44,Cream,4
P0160,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,2
P0161,Men,Topwear,Shirts,Wrogn,46,Turquoise Blue,5
P0162,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,5
P0163,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,4
P0164,Men,Topwear,Shirts,Wrogn,38,Red,4
P0165,Men,Topwear,Shirts,Wrogn,38,Red,4
P0166,Men,Topwear,Shirts,Wrogn,38,Red,3
P0167,Men,Topwear,Shirts,Wrogn,42,Orange,5
P0168,Men,Topwear,Shirts,Wrogn,42,Orange,4
P0169,Men,Topwear,Shirts,Wrogn,42,Orange,2
P0170,Men,Topwear,Shirts,Wrogn,42,Orange,5
P0171,Men,Topwear,Shirts,Wrogn,36,Khaki,5
P0172,Men,Topwear,Shirts,Wrogn,36,Khaki,5
P0173,Men,Topwear,Shirts,Wrogn,36,Khaki,4
P0174,Men,Topwear,Sweatshirts,Roadster,36,Khaki,4
P0175,Men,Topwear,Sweatshirts,Roadster,40,Orange,4
P0176,Men,Topwear,Sweatshirts,Roadster,40,Orange,5
P0177,Men,Topwear,Sweatshirts,Roadster,40,Orange,5
P0178,Men,Topwear,Sweatshirts,Roadster,40,Blue,3
P0179,Men,Topwear,Sweatshirts,Roadster,42,Blue,5
P0180,Men,Topwear,Sweatshirts,Roadster,42,Blue,5
P0181,Men,Topwear,Sweatshirts,Roadster,42,Black,4
P0182,Men,Topwear,Sweatshirts,Roadster,42,Black,3
P0183,Men,Topwear,Sweatshirts,Roadster,44,Black,3
P0184,Men,Topwear,Sweatshirts,Roadster,44,Black,3
P0185,Men,Topwear,Sweatshirts,Roadster,44,Grey,3
P0186,Men,Topwear,Sweatshirts,Roadster,44,Grey,3
P0187,Men,Topwear,Sweatshirts,Roadster,46,Grey,2
P0188,Men,Topwear,Sweatshirts,Roadster,46,Grey,2
P0189,Men,Topwear,Sweatshirts,Roadster,46,Purple,2
P0190,Men,Topwear,Sweatshirts,Roadster,46,Purple,5
P0191,Men,Topwear,Sweatshirts,Roadster,46,Purple,5
P0192,Men,Topwear,Sweatshirts,Puma,44,Purple,5
P0193,Men,Topwear,Sweatshirts,Puma,44,Yellow,4
P0194,Men,Topwear,Sweatshirts,Puma,44,Yellow,5
P0195,Men,Topwear,Sweatshirts,Puma,44,Yellow,3
P0196,Men,Topwear,Sweatshirts,Puma,44,Green,2
P0197,Men,Topwear,Sweatshirts,Puma,44,Green,5
P0198,Men,Topwear,Sweatshirts,Puma,44,Green,4
P0199,Men,Topwear,Sweatshirts,Puma,40,White,3
P0200,Men,Topwear,Sweatshirts,Puma,40,White,5
P0201,Men,Topwear,Sweatshirts,Puma,40,White,4
P0202,Men,Topwear,Sweatshirts,Puma,40,Off white,2
P0203,Men,Topwear,Sweatshirts,Puma,38,Off white,5
P0204,Men,Topwear,Sweatshirts,Puma,38,Off white,5
P0205,Men,Topwear,Sweatshirts,Puma,38,Off white,4
P0206,Men,Topwear,Sweatshirts,Puma,38,Off white,4
P0207,Men,Topwear,Sweatshirts,Puma,38,Off white,4
P0208,Men,Topwear,Sweatshirts,Puma,38,Off white,3
P0209,Men,Topwear,Sweatshirts,Puma,42,Black & White,5
P0210,Men,Topwear,Sweatshirts,Puma,42,Black & White,4
P0211,Men,Topwear,Sweatshirts,Puma,42,Black & White,2
P0212,Men,Topwear,Sweatshirts,Puma,42,Black & White,5
P0213,Men,Topwear,Sweatshirts,Puma,46,Black & White,5
P0214,Men,Topwear,Sweatshirts,Adidas,46,Black & White,5
P0215,Men,Topwear,Sweatshirts,Adidas,46,Black & White,4
P0216,Men,Topwear,Sweatshirts,Adidas,44,Black & White,4
P0217,Men,Topwear,Sweatshirts,Adidas,44,Beige,4
P0218,Men,Topwear,Sweatshirts,Adidas,44,Beige,5
P0219,Men,Topwear,Sweatshirts,Adidas,36,Beige,5
P0220,Men,Topwear,Sweatshirts,Adidas,36,Beige,3
P0221,Men,Topwear,Sweatshirts,Adidas,36,Beige,5
P0222,Men,Topwear,Sweatshirts,Adidas,38,Orange,5
P0223,Men,Topwear,Sweatshirts,Adidas,40,Orange,4
P0224,Men,Topwear,Sweatshirts,Adidas,42,Orange,3
P0225,Men,Topwear,Sweatshirts,Adidas,44,Orange,5
P0226,Men,Topwear,Sweatshirts,Adidas,38,Orange,4
P0227,Men,Topwear,Sweatshirts,Adidas,46,Teal,3
P0228,Men,Topwear,Sweatshirts,Adidas,38,Teal,5
P0229,Men,Topwear,Sweatshirts,Levis,38,Teal,5
P0230,Men,Topwear,Sweatshirts,Levis,38,Teal,4
P0231,Men,Topwear,Sweatshirts,Levis,38,Peach,2
P0232,Men,Topwear,Sweatshirts,Levis,38,Peach,3
P0233,Men,Topwear,Sweatshirts,Levis,42,Peach,4
P0234,Men,Topwear,Sweatshirts,Levis,42,Peach,5
P0235,Men,Topwear,Sweatshirts,Levis,42,Rust,4
P0236,Men,Topwear,Sweatshirts,Levis,42,Rust,4
P0237,Men,Topwear,Sweatshirts,Levis,36,Rust,4
P0238,Men,Topwear,Sweatshirts,Levis,36,Rust,3
P0239,Men,Topwear,Sweatshirts,Levis,36,Maroon,2
P0240,Men,Topwear,Sweatshirts,Levis,36,Maroon,5
P0241,Men,Topwear,Sweatshirts,Levis,40,Maroon,4
P0242,Men,Topwear,Sweatshirts,Levis,40,Maroon,2
P0243,Men,Topwear,Sweatshirts,Levis,40,Maroon,5
P0244,Men,Topwear,Sweatshirts,Levis,40,Turquoise Blue,5
P0245,Men,Topwear,Sweatshirts,Levis,42,Turquoise Blue,4
P0246,Men,Topwear,Sweatshirts,Levis,42,Turquoise Blue,4
P0247,Men,Topwear,Sweatshirts,Levis,42,Turquoise Blue,4
P0248,Men,Topwear,Sweatshirts,Levis,42,Red,3
P0249,Men,Topwear,Sweatshirts,Levis,44,Red,5
P0250,Men,Topwear,Sweatshirts,Levis,44,Red,4
P0251,Men,Topwear,Sweatshirts,Levis,44,Blue,2
P0252,Men,Topwear,Sweatshirts,Levis,44,Blue,5
P0253,Men,Topwear,Sweatshirts,Levis,46,Blue,5
P0254,Men,Topwear,Sweatshirts,Levis,46,Blue,5
P0255,Men,Topwear,Sweatshirts,Wrogn,46,Blue,4
P0256,Men,Topwear,Sweatshirts,Wrogn,46,Burgundy,4
P0257,Men,Topwear,Sweatshirts,Wrogn,46,Burgundy,4
P0258,Men,Topwear,Sweatshirts,Wrogn,44,Burgundy,5
P0259,Men,Topwear,Sweatshirts,Wrogn,44,Burgundy,5
P0260,Men,Topwear,Sweatshirts,Wrogn,44,Burgundy,3
P0261,Men,Topwear,Sweatshirts,Wrogn,44,Coral,5
P0262,Men,Topwear,Sweatshirts,Wrogn,44,Coral,5
P0263,Men,Topwear,Sweatshirts,Wrogn,44,Coral,4
P0264,Men,Topwear,Sweatshirts,Wrogn,44,Coral,3
P0265,Men,Topwear,Sweatshirts,Wrogn,40,Coral,3
P0266,Men,Topwear,Sweatshirts,Wrogn,40,Lavender,3
P0267,Men,Topwear,Sweatshirts,Wrogn,40,Lavender,3
P0268,Men,Topwear,Sweatshirts,Wrogn,40,Lavender,3
P0269,Men,Topwear,Sweatshirts,Woodland,38,Lavender,3
P0270,Men,Topwear,Sweatshirts,Woodland,38,Gold,2
P0271,Men,Topwear,Sweatshirts,Woodland,38,Gold,2
P0272,Men,Topwear,Sweatshirts,Woodland,38,Gold,2
P0273,Men,Topwear,Sweatshirts,Woodland,38,Gold,2
P0274,Men,Topwear,Sweatshirts,Woodland,38,Gold,2
P0275,Men,Topwear,Sweatshirts,Woodland,42,Rose,4
P0276,Men,Topwear,Sweatshirts,Woodland,42,Rose,4
P0277,Men,Topwear,Sweatshirts,Woodland,42,Rose,4
P0278,Men,Topwear,Sweatshirts,Woodland,42,Rose,4
P0279,Men,Topwear,Sweatshirts,Woodland,46,Rose,4
P0280,Men,Topwear,Sweaters,Roadster,46,Rose,5
P0281,Men,Topwear,Sweaters,Roadster,46,Sea Green,5
P0282,Men,Topwear,Sweaters,Roadster,44,Sea Green,5
P0283,Men,Topwear,Sweaters,Roadster,44,Sea Green,5
P0284,Men,Topwear,Sweaters,Roadster,44,Sea Green,4
P0285,Men,Topwear,Sweaters,Roadster,36,Sea Green,4
P0286,Men,Topwear,Sweaters,Roadster,36,Khaki,4
P0287,Men,Topwear,Sweaters,Roadster,36,Khaki,4
P0288,Men,Topwear,Sweaters,Roadster,36,Khaki,4
P0289,Men,Topwear,Sweaters,Roadster,38,Khaki,5
P0290,Men,Topwear,Sweaters,Roadster,38,Khaki,3
P0291,Men,Topwear,Sweaters,Roadster,38,Khaki,2
P0292,Men,Topwear,Sweaters,Roadster,38,Khaki,5
P0293,Men,Topwear,Sweaters,Roadster,40,Pink,4
P0294,Men,Topwear,Sweaters,Roadster,40,Pink,3
P0295,Men,Topwear,Sweaters,Roadster,40,Pink,5
P0296,Men,Topwear,Sweaters,Roadster,42,Yellow,4
P0297,Men,Topwear,Sweaters,Raymond,42,Yellow,2
P0298,Men,Topwear,Sweaters,Raymond,42,Yellow,5
P0299,Men,Topwear,Sweaters,Raymond,42,Maroon,5
P0300,Men,Topwear,Sweaters,Raymond,42,Maroon,4
P0301,Men,Topwear,Sweaters,Raymond,42,Maroon,4
P0302,Men,Topwear,Sweaters,Raymond,44,Maroon,4
P0303,Men,Topwear,Sweaters,Raymond,44,Maroon,3
P0304,Men,Topwear,Sweaters,Raymond,44,Navy Blue,5
P0305,Men,Topwear,Sweaters,Raymond,44,Navy Blue,4
P0306,Men,Topwear,Sweaters,Raymond,44,Navy Blue,2
P0307,Men,Topwear,Sweaters,Raymond,46,Navy Blue,5
P0308,Men,Topwear,Sweaters,H&M,46,Navy Blue,5
P0309,Men,Topwear,Sweaters,H&M,46,Navy Blue,5
P0310,Men,Topwear,Sweaters,H&M,46,Blue,4
P0311,Men,Topwear,Sweaters,H&M,38,Sea Green,4
P0312,Men,Topwear,Sweaters,H&M,40,Sea Green,4
P0313,Men,Topwear,Sweaters,H&M,42,Sea Green,5
P0314,Men,Topwear,Sweaters,H&M,44,Blue,5
P0315,Men,Topwear,Sweaters,H&M,38,Blue,3
P0316,Men,Topwear,Sweaters,H&M,46,Beige,5
P0317,Men,Topwear,Sweaters,H&M,38,Beige,5
P0318,Men,Topwear,Sweaters,H&M,38,Beige,4
P0319,Men,Topwear,Sweaters,H&M,38,Beige,3
P0320,Men,Topwear,Sweaters,H&M,38,Beige,5
P0321,Men,Topwear,Sweaters,H&M,38,Grey,4
P0322,Men,Topwear,Sweaters,H&M,42,Grey,3
P0323,Men,Topwear,Sweaters,Allen Solly,42,Grey,5
P0324,Men,Topwear,Sweaters,Allen Solly,42,Grey,5
P0325,Men,Topwear,Sweaters,Allen Solly,42,Olive,4
P0326,Men,Topwear,Sweaters,Allen Solly,36,Olive,2
P0327,Men,Topwear,Sweaters,Allen Solly,36,Olive,3
P0328,Men,Topwear,Sweaters,Allen Solly,36,Orange,4
P0329,Men,Topwear,Sweaters,Allen Solly,36,Orange,5
P0330,Men,Topwear,Sweaters,Allen Solly,40,Orange,4
P0331,Men,Topwear,Sweaters,Allen Solly,40,Orange,4
P0332,Men,Topwear,Sweaters,Allen Solly,40,Teal,4
P0333,Men,Topwear,Sweaters,Allen Solly,40,Teal,3
P0334,Men,Topwear,Sweaters,Allen Solly,42,Teal,2
P0335,Men,Topwear,Sweaters,Allen Solly,42,Teal,5
P0336,Men,Topwear,Sweaters,Allen Solly,42,Beige,4
P0337,Men,Topwear,Sweaters,Allen Solly,42,Beige,2
P0338,Men,Topwear,Jackets,Roadster,44,Beige,5
P0339,Men,Topwear,Jackets,Roadster,44,Beige,5
P0340,Men,Topwear,Jackets,Roadster,44,Beige,4
P0341,Men,Topwear,Jackets,Roadster,44,Brown,4
P0342,Men,Topwear,Jackets,Roadster,46,Brown,4
P0343,Men,Topwear,Jackets,Roadster,46,Brown,3
P0344,Men,Topwear,Jackets,Roadster,46,Brown,5
P0345,Men,Topwear,Jackets,Roadster,46,White,4
P0346,Men,Topwear,Jackets,Roadster,46,White,2
P0347,Men,Topwear,Jackets,Roadster,44,White,5
P0348,Men,Topwear,Jackets,Roadster,44,White,5
P0349,Men,Topwear,Jackets,Roadster,44,Black,5
P0350,Men,Topwear,Jackets,Roadster,44,Black,4
P0351,Men,Topwear,Jackets,Roadster,44,Black,4
P0352,Men,Topwear,Jackets,Roadster,44,Black,4
P0353,Men,Topwear,Jackets,Roadster,44,Black,5
P0354,Men,Topwear,Jackets,Roadster,40,Beige,5
P0355,Men,Topwear,Jackets,Roadster,40,Beige,3
P0356,Men,Topwear,Jackets,Roadster,40,Beige,5
P0357,Men,Topwear,Jackets,Puma,40,Beige,5
P0358,Men,Topwear,Jackets,Puma,38,Beige,4
P0359,Men,Topwear,Jackets,Puma,38,Beige,3
P0360,Men,Topwear,Jackets,Puma,38,Beige,3
P0361,Men,Topwear,Jackets,Puma,38,Beige,3
P0362,Men,Topwear,Jackets,Puma,38,Navy Blue,3
P0363,Men,Topwear,Jackets,Puma,38,Navy Blue,3
P0364,Men,Topwear,Jackets,Puma,42,Navy Blue,3
P0365,Men,Topwear,Jackets,Puma,42,Peach,3
P0366,Men,Topwear,Jackets,Puma,42,Peach,3
P0367,Men,Topwear,Jackets,Puma,42,Peach,3
P0368,Men,Topwear,Jackets,Puma,46,Peach,3
P0369,Men,Topwear,Jackets,HRX by Hrithik Roshan ,46,Peach,3
P0370,Men,Topwear,Jackets,HRX by Hrithik Roshan ,46,Peach,4
P0371,Men,Topwear,Jackets,HRX by Hrithik Roshan ,44,Rust,5
P0372,Men,Topwear,Jackets,HRX by Hrithik Roshan ,44,Rust,3
P0373,Men,Topwear,Jackets,HRX by Hrithik Roshan ,44,Rust,2
P0374,Men,Topwear,Jackets,HRX by Hrithik Roshan ,36,Charcoal,5
P0375,Men,Topwear,Jackets,HRX by Hrithik Roshan ,36,Charcoal,4
P0376,Men,Topwear,Jackets,HRX by Hrithik Roshan ,36,Charcoal,3
P0377,Men,Topwear,Jackets,HRX by Hrithik Roshan ,38,Turquoise Blue,5
P0378,Men,Topwear,Jackets,HRX by Hrithik Roshan ,40,Turquoise Blue,4
P0379,Men,Topwear,Jackets,HRX by Hrithik Roshan ,42,Turquoise Blue,2
P0380,Men,Topwear,Jackets,HRX by Hrithik Roshan ,44,Peach,5
P0381,Men,Topwear,Jackets,HRX by Hrithik Roshan ,38,Peach,5
P0382,Men,Topwear,Jackets,HRX by Hrithik Roshan ,46,Peach,4
P0383,Men,Topwear,Jackets,Wrogn,38,Peach,4
P0384,Men,Topwear,Jackets,Wrogn,38,Peach,4
P0385,Men,Topwear,Jackets,Wrogn,38,Beige,3
P0386,Men,Topwear,Jackets,Wrogn,38,Beige,5
P0387,Men,Topwear,Jackets,Wrogn,38,Beige,4
P0388,Men,Topwear,Jackets,Wrogn,42,Beige,2
P0389,Men,Topwear,Jackets,Wrogn,42,Beige,5
P0390,Men,Topwear,Jackets,Wrogn,42,White,5
P0391,Men,Topwear,Jackets,Wrogn,42,White,5
P0392,Men,Topwear,Jackets,Wrogn,36,White,4
P0393,Men,Topwear,Jackets,Wrogn,36,White,4
P0394,Men,Topwear,Jackets,Wrogn,36,White,4
P0395,Men,Topwear,Jackets,Wrogn,36,Off white,5
P0396,Men,Topwear,Jackets,Wrogn,40,Off white,5
P0397,Men,Topwear,Jackets,Wrogn,40,Off white,3
P0398,Men,Topwear,Jackets,Wrogn,40,Black,5
P0399,Men,Topwear,Jackets,Adidas,40,Black,5
P0400,Men,Topwear,Jackets,Adidas,42,Black,4
P0401,Men,Topwear,Jackets,Adidas,42,Black,3
P0402,Men,Topwear,Jackets,Adidas,42,Brown,5
P0403,Men,Topwear,Jackets,Adidas,42,Brown,4
P0404,Men,Topwear,Jackets,Adidas,44,Brown,3
P0405,Men,Topwear,Jackets,Adidas,44,Brown,5
P0406,Men,Topwear,Jackets,Adidas,44,Purple,5
P0407,Men,Topwear,Jackets,Adidas,44,Purple,4
P0408,Men,Topwear,Jackets,Adidas,46,Black,2
P0409,Men,Topwear,Jackets,Adidas,46,Black,3
P0410,Men,Topwear,Jackets,Adidas,46,Brown,4
P0411,Men,Topwear,Jackets,Adidas,46,Brown,5
P0412,Men,Topwear,Jackets,Adidas,46,Brown,4
P0413,Men,Topwear,Jackets,Adidas,44,Brown,4
P0414,Men,Topwear,Jackets,Adidas,44,Beige,4
P0415,Men,Topwear,Jackets,Adidas,44,Beige,3
P0416,Men,Topwear,Jackets,Adidas,44,Pink,2
P0417,Men,Topwear,Jackets,Adidas,44,Pink,5
P0418,Men,Topwear,Jackets,H&M,44,Pink,4
P0419,Men,Topwear,Jackets,H&M,44,Orange,2
P0420,Men,Topwear,Jackets,H&M,40,Orange,5
P0421,Men,Topwear,Jackets,H&M,40,Orange,5
P0422,Men,Topwear,Jackets,H&M,40,Yellow,4
P0423,Men,Topwear,Jackets,H&M,40,Yellow,4
P0424,Men,Topwear,Jackets,H&M,38,Yellow,4
P0425,Men,Topwear,Jackets,H&M,38,Cream,3
P0426,Men,Topwear,Jackets,H&M,38,Cream,5
P0427,Men,Topwear,Jackets,H&M,38,Cream,4
P0428,Men,Topwear,Jackets,H&M,38,Cream,2
P0429,Men,Topwear,Jackets,H&M,38,Green,5
P0430,Men,Topwear,Jackets,H&M,42,Green,5
P0431,Men,Topwear,Jackets,H&M,42,Green,5
P0432,Men,Topwear,Jackets,H&M,42,Teal,4
